Category of Data,Table,Column,ct_name,code_iaids,meaning,Data Type eADMS,Length eADMS,short_desc,Question_Def,Code meaning,typeofchange,Change_notes
Pre eADMS coding,seq_of_events,Subj_Code,NULL,70116,"Facility, inadequate workplace",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,70117,"Facility, inadequate workplace lighting",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,70118,"Facility, inadequate external lighting",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,70119,"Facility, inadequate workplace, noise",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,70120,"Facility, inadequate workplace, smoke/fumes",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,70121,"Facility inadequate, visual restriction",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,70122,"Facility inadequate, equipment interference",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,70123,"Facility, inadequate flight management system",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,70124,"Facility, inadequate manuals/directives",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,70200,"Facility, inadequate compliance determination",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,70210,"Facility, inadequate compliance (review)",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,70220,"Facility, inadequate compliance (documentation)",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,80000,Procedure inadequate,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,80100,Condition(s)/step(s) not listed,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,80200,Condition(s)/step(s) insufficiently defined,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,80300,Condition(s)/step(s) in error,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,80400,Condition(s)/step(s) in improper sequence,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82000,Aircraft/equipment inadequate,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82100,"Aircraft/equipment, inadequate design",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82110,"Aircraft/equipment, inadequate standard/requirement",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82111,"Aircraft/equipment, inadequate instrument display",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82112,"Aircraft/equipment, inadequate instrument location",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82113,"Aircraft/equipment, inadequate instrument lighting",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82114,"Aircraft/equipment, inadequate control location",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82115,"Aircraft/equipment, inadequate control shape/size",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82116,"Aircraft/equipment, inadequate cockpit/workplace",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82117,"Aircraft/equipment, inadequate cockpit/workplace, lighting",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82118,"Aircraft/equipment, inadequate external lighting",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82119,"Aircraft/equipment, inadequate cockpit/workplace, noise",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82120,"Aircraft/equipment inadequate, cockpit/workplace, fumes/smoke",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82121,"Aircraft/equipment inadequate, visual restriction",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82122,"Aircraft/equipment inadequate, equipment interference",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82123,"Aircraft/equipment inadequate, flight management system (FMS)",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82124,"Aircraft/equipment inadequate, aircraft manuals",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82125,"Aircraft/equipment inadequate, handling/performance capabilities",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82126,"Aircraft/equipment inadequate, airframe",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82127,"Aircraft/equipment inadequate, supplemental type certificate (STC)",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82128,"Aircraft/equipment inadequate, aircraft component",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,82200,"Aircraft/equipment, inadequate compliance determination",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,84000,Material inadequate,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,84100,Material defect,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,84110,Inadequate quality control,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,84111,Repetitive high stress/high cycle operation,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,84120,Material defect (inadequate quality of material),int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,84200,"Material inadequate, improper",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,90000,Inadequate surveillance of operation,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,90100,"Inadequate surveillance of operation, insufficient staff",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,90200,"Inadequate surveillance of operation, inadequate procedure",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,91000,Insufficient standards/requirements,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,91100,"Insufficient standards/requirements, Airman",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,91200,"Insufficient standards/requirements, Aircraft",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,91300,"Insufficient standards/requirements, Operation/operator",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,91400,"Insufficient standards/requirements, Manufacturer",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,91500,"Insufficient standards/requirements, Airways/airspace",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,92000,NULL,int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,92100,"Inadequate certification/approval, Airman",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,92200,"Inadequate certification/approval, Aircraft",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
